파일명,소분류1,점수1,소분류2,점수2,소분류3,점수3
커피전문점_골목사이_915.jpg,Graffiti-covered urban alleyway murals,0.2489,Alley with overhanging laundry lines,0.2418,Seaside tower with panoramic vistas,0.2357
커피전문점_골목사이_916.jpg,Open-air restaurant with ocean view,0.2798,Charming exterior with vintage signage,0.2599,Traditional European-style storefront,0.2554
커피전문점_그린홀리데이_1075.jpg,Open-air restaurant with ocean view,0.236,Seaside pub with panoramic ocean backdrop,0.2217,Seaside terrace dining at sunset,0.2161
커피전문점_배곧아띠_460.jpg,Modern minimalist restaurant architecture,0.2409,Glass-walled restaurant overlooking mountains,0.2354,Open-air restaurant with ocean view,0.235
커피전문점_뻘다방_966.jpg,Grand entrance arch with festival banners,0.2255,Seaside harbor at golden hour,0.2234,Colorful canopies over market stalls,0.2175
커피전문점_뻘다방_967.jpg,Seaside pub with panoramic ocean backdrop,0.2507,Open-air restaurant with ocean view,0.2466,Colorful awnings and hanging lanterns,0.2306
커피전문점_뻘다방_968.jpg,Seaside pub with panoramic ocean backdrop,0.2643,Open-air restaurant with ocean view,0.2578,Outdoor seating with quaint tables,0.2554
커피전문점_웨이브온커피_1445.jpg,Modern marina with luxury yachts,0.2599,Secluded cove with turquoise waters,0.2584,Open-air restaurant with ocean view,0.2504
커피전문점_웨이브온커피_1447.jpg,Open-air restaurant with ocean view,0.2757,Seaside terrace dining at sunset,0.2558,Modern marina with luxury yachts,0.2425
커피전문점_해밀화_456.jpg,Open-air restaurant with ocean view,0.2493,Outdoor seating with quaint tables,0.237,Glass-walled restaurant overlooking mountains,0.2258
테마파크_강화루지_1265.jpg,Forested hills from wooden lookout,0.2473,Panoramic skyline from hilltop park,0.2472,Twilight illumination and city lights,0.2399
테마파크_강화루지_1267.jpg,Vibrant roller coaster tracks in motion,0.2204,Riverbank walking route,0.2125,Traditional drumming stage backdrop,0.2108
테마파크_농협안성팜랜드_800.jpg,Gallery surrounded by lush landscapes,0.2555,Open prairie trail under vast sky,0.2247,Golden roofed palace under clear sky,0.2237
테마파크_니지모리스튜디오_822.jpg,Sunlit alley with colorful hanging lanterns,0.2851,Narrow lane with colorful murals,0.2764,Historic alley with vintage street lamps,0.2706
테마파크_니지모리스튜디오_823.jpg,Giant water slide under blue sky,0.235,Tranquil Japanese garden design,0.2349,Vibrant roller coaster tracks in motion,0.2345
테마파크_두리랜드_812.jpg,Seasonal window display decorations,0.2366,Glass-fronted shop in urban setting,0.2195,Traditional European-style storefront,0.1973
테마파크_두리랜드_813.jpg,Seasonal window display decorations,0.2192,Glass atrium with natural light,0.1777,Outdoor sculpture garden with pathways,0.1772
테마파크_두리랜드_814.jpg,Historic lighthouse overlooking harbor,0.231,Early morning market street ambiance,0.2239,Market square with cobblestone paths,0.2231
테마파크_런닝맨 인사동점_299.jpg,Interactive educational displays,0.273,Aquatic exhibits with underwater tunnels,0.2047,Artistic animal habitat structures,0.1947
테마파크_롯데월드 어드벤처 부산_1716.jpg,Colorful carousel and spinning lights,0.2803,Intricate floral floats in parade,0.2754,Twinkling lights on amusement rides,0.271
테마파크_롯데월드 어드벤처 부산_1717.jpg,Grand entrance with ornamental pillars,0.1783,Grand entrance with ornamental pillars,0.1783,Art gallery with contemporary facade,0.1777
테마파크_롯데월드 어드벤처 부산_1718.jpg,Grand entrance arch with festival banners,0.2412,Classic red velvet stage curtains,0.2368,Modern minimalist stage design,0.2311
테마파크_루덴시아_827.jpg,Market square with cobblestone paths,0.2328,Traditional architecture with mountain backdrop,0.2291,Outdoor market by historic city walls,0.2274
테마파크_루덴시아_828.jpg,Open-air restaurant with ocean view,0.2657,Traditional architecture with mountain backdrop,0.2605,Glass-walled restaurant overlooking mountains,0.2549
테마파크_루덴시아_829.jpg,Classic red velvet stage curtains,0.225,Twinkling lights on amusement rides,0.2164,Panoramic view from observation deck,0.183
테마파크_마이랜드_1283.jpg,Colorful carousel and spinning lights,0.3025,Twinkling lights on amusement rides,0.296,"Amusement park at night, neon glow",0.2695
테마파크_마이랜드_1284.jpg,Twinkling lights on amusement rides,0.272,Intricate floral floats in parade,0.2521,Colorful carousel and spinning lights,0.2508
테마파크_마이랜드_1285.jpg,Alley with overhanging laundry lines,0.1888,Palace reflection in lotus pond,0.1838,Narrow cobblestone alley with stone walls,0.1835
테마파크_매직아일랜드_307.jpg,Crenellated towers against a blue sky,0.263,Golden roofed palace under clear sky,0.2519,Golden roofed palace under clear sky,0.2519
테마파크_매직아일랜드_308.jpg,Bridges over gentle flowing streams,0.2287,Blossoming cherry trees in spring,0.2268,Palace reflection in lotus pond,0.2214
테마파크_배미꾸미조각공원_1298.jpg,Historic lighthouse overlooking vast ocean,0.249,Harbor entrance with rocky breakwater,0.2465,Historic lighthouse overlooking harbor,0.2441
테마파크_배미꾸미조각공원_1299.jpg,Historic lighthouse overlooking vast ocean,0.2449,Harbor entrance with rocky breakwater,0.2369,Winding coastal road hugging the ocean,0.2361
테마파크_배미꾸미조각공원_1300.jpg,Modern sculpture in open meadow,0.2803,Historic stone fountain centerpiece,0.2693,Tiered fountain with floral motifs,0.24
테마파크_법무부 부산솔로몬로파크_1738.jpg,Classic red velvet stage curtains,0.2064,Modern minimalist stage design,0.2007,Vast exhibition hall with paintings,0.1898
테마파크_법무부 부산솔로몬로파크_1739.jpg,Classic red velvet stage curtains,0.2318,Modern minimalist stage design,0.2134,Panoramic view from palace balcony,0.2036
테마파크_봉화산옹기테마공원_303.jpg,Outdoor sculpture garden with pathways,0.2461,Riverbank walking route,0.2391,Ancient stone-paved route,0.2291
테마파크_봉화산옹기테마공원_304.jpg,Modern sculpture in open meadow,0.2496,Traditional wooden temple gate entrance,0.24,Golden Buddha statue in lush garden,0.237
테마파크_봉화산옹기테마공원_305.jpg,Sculpted topiary garden maze,0.2369,Japanese Zen garden with koi pond,0.2235,Water lily pond with reflection,0.2156
테마파크_부산어린이대공원_1724.jpg,Tropical greenhouse with exotic plants,0.246,Panoramic view from observation deck,0.2399,Bamboo grove shaded pathway,0.2294
테마파크_브릭캠퍼스 부산_1744.jpg,Aerial view of stadium landscape,0.2723,Wide-angle view of stadium roof,0.2607,Panoramic view from stadium seats,0.2524
테마파크_브릭캠퍼스 부산_1745.jpg,Riverside gallery with reflection views,0.2406,Vast exhibition hall with paintings,0.2403,Art gallery with contemporary facade,0.2373
테마파크_뽀로로&타요 콘텐츠 테마파크빌딩 월미_1274.jpg,Open-air amphitheater under moonlight,0.246,Classic red velvet stage curtains,0.2438,Modern minimalist stage design,0.2427
테마파크_뽀로로&타요 테마파크 월미도점_1307.jpg,Sky-high drop tower against clouds,0.228,Panoramic view from observation deck,0.2195,Classic red velvet stage curtains,0.2187
테마파크_뽀로로&타요 테마파크 월미도점_1308.jpg,Graffiti-covered urban alleyway murals,0.2528,Sunlit alley with colorful hanging lanterns,0.2213,Alley with overhanging laundry lines,0.209
테마파크_뽀로로&타요 테마파크 월미도점_1309.jpg,Classic red velvet stage curtains,0.2362,Modern minimalist stage design,0.2138,Classic red velvet theater curtain,0.2114
테마파크_서울 어린이 대공원 놀이 동산_279.jpg,Twinkling lights on amusement rides,0.2639,Vibrant roller coaster tracks in motion,0.2553,Colorful carousel and spinning lights,0.2422
테마파크_서울 어린이 대공원 놀이 동산_280.jpg,Vibrant roller coaster tracks in motion,0.2682,Giant water slide under blue sky,0.2526,Historic wooden roller coaster structure,0.2506
테마파크_서울 어린이 대공원 놀이 동산_281.jpg,Vibrant roller coaster tracks in motion,0.2707,Giant water slide under blue sky,0.2514,Historic wooden roller coaster structure,0.2484
테마파크_서울대공원_803.jpg,Twinkling lights on amusement rides,0.2277,Colorful carousel and spinning lights,0.225,Modern minimalist stage design,0.2171
테마파크_서울대공원_804.jpg,Open-air restaurant with ocean view,0.1946,Grand entrance with ornamental pillars,0.1933,Majestic hall framed by cherry blossoms,0.1773
테마파크_서울랜드_809.jpg,Classic red velvet stage curtains,0.2093,Modern minimalist stage design,0.2038,Quaint village pub under starry night sky,0.1838
테마파크_서울어린이대공원_282.jpg,Iconic entrance gate with flags,0.2392,Classic red velvet stage curtains,0.2304,Panoramic view from observation deck,0.2271
테마파크_서울어린이대공원_283.jpg,Safari-themed landscape views,0.2442,Interactive educational displays,0.2378,Tranquil Japanese garden design,0.2368
테마파크_서울어린이대공원_284.jpg,Modern minimalist stage design,0.2326,Grand entrance arch with festival banners,0.2301,Classic red velvet stage curtains,0.2273
테마파크_스머프매직포레스트_296.jpg,Classic red velvet stage curtains,0.2275,Quaint village pub under starry night sky,0.2224,Open-air amphitheater under moonlight,0.1906
테마파크_스카이라인 루지_1728.jpg,Vibrant roller coaster tracks in motion,0.2679,Bridge crossing scenic trail,0.2455,Giant water slide under blue sky,0.2427
테마파크_에버랜드_798.jpg,Grand entrance arch with festival banners,0.2452,Outdoor market by historic city walls,0.2202,Decorative street flags fluttering,0.2193
테마파크_용인농촌테마파크_839.jpg,Seasonal flower beds in bloom,0.2689,Blossoming cherry trees in spring,0.2493,Twinkling lights on amusement rides,0.2485
테마파크_용인농촌테마파크_840.jpg,Gabled rooftops against autumn foliage,0.2751,Sunset illuminating forest canopy,0.2472,Palace reflection in lotus pond,0.2467
테마파크_용인농촌테마파크_841.jpg,Blossoming cherry trees in spring,0.2521,Gabled rooftops against autumn foliage,0.2498,Colorful lanterns illuminating the street,0.2461
테마파크_원마운트_831.jpg,Aquatic exhibits with underwater tunnels,0.2641,Giant water slide under blue sky,0.2337,Interactive educational displays,0.2276
테마파크_원마운트_832.jpg,Giant water slide under blue sky,0.2483,Twinkling lights on amusement rides,0.234,"Amusement park at night, neon glow",0.2229
테마파크_인스파이어 디스커버리 파크_1302.jpg,Modern minimalist stage design,0.2166,Traditional wooden temple gate entrance,0.2131,Glass atrium with natural light,0.2084
테마파크_인천공룡월드_1288.jpg,Interior courtyard with natural light,0.2111,Skybridge connecting department stores,0.2096,Majestic throne room with vaulted ceilings,0.2094
테마파크_인천대공원_1268.jpg,Historic gazebo amidst lush greenery,0.2725,Bamboo grove shaded pathway,0.2581,Grand entrance with ornamental pillars,0.2517
테마파크_태종대오션플라잉테마파크_1740.jpg,Seaside tower with panoramic vistas,0.2784,Winding coastal road hugging the ocean,0.2677,Harbor entrance with rocky breakwater,0.251
테마파크_태종대오션플라잉테마파크_1741.jpg,Classic red velvet stage curtains,0.2503,Modern minimalist stage design,0.2354,Panoramic view from palace balcony,0.2236
테마파크_태종대오션플라잉테마파크_1742.jpg,Modern marina with luxury yachts,0.2524,Seaside tower with panoramic vistas,0.2519,Architectural details of stadium facade,0.2449
테마파크_트릭아이뮤지엄_300.jpg,Vast exhibition hall with paintings,0.2391,Fountain with colorful mosaic tiles,0.2381,Colorful sailboats in calm waters,0.2296
테마파크_트릭아이뮤지엄_301.jpg,Art Deco department store façade,0.2295,Historical building with ornate facade,0.2249,Traditional architecture with mountain backdrop,0.2139
테마파크_파라다이스시티 원더박스_1280.jpg,Twinkling lights on amusement rides,0.2854,"Amusement park at night, neon glow",0.2701,Colorful carousel and spinning lights,0.2697
테마파크_파라다이스시티 원더박스_1281.jpg,Twinkling lights on amusement rides,0.2825,Colorful carousel and spinning lights,0.264,Classic red velvet stage curtains,0.2622
테마파크_퍼스트가든_815.jpg,Nighttime exterior with neon lights,0.2619,Twisting street through medieval village,0.2406,Skybridge connecting department stores,0.2281
테마파크_퍼스트가든_817.jpg,Historic gazebo amidst lush greenery,0.3023,Historic stone fountain centerpiece,0.283,Tiered fountain with floral motifs,0.2821
테마파크시설_롯데월드어드벤처 부산점 자이언트디거_1751.jpg,Riverbank walking route,0.2187,Skybridge connecting department stores,0.2106,Meandering forest path,0.1986
테마파크시설_어린이대공원 능동숲속의무대_312.jpg,Gilded balcony and box seats,0.2296,Stadium against mountain backdrop,0.2196,Architectural details of stadium facade,0.2193
테마파크시설_어린이대공원 능동숲속의무대_313.jpg,Intricate floral floats in parade,0.2125,Modern sculpture in open meadow,0.2061,Blossoming cherry trees in spring,0.203
테마파크시설_어린이대공원 능동숲속의무대_314.jpg,Interactive educational displays,0.209,Expansive open-air enclosures,0.2073,Intricate floral floats in parade,0.2048
테마파크시설_어린이대공원 팔각당_318.jpg,Traditional wooden temple gate entrance,0.2974,Traditional architecture with mountain backdrop,0.2832,Seaside tower with panoramic vistas,0.279
한식_골목보리밥_1385.jpg,Glass-walled restaurant overlooking mountains,0.1786,Modern minimalist restaurant architecture,0.1728,Open-air restaurant with ocean view,0.1715
한식_골목보리밥_1387.jpg,Open-air restaurant with ocean view,0.2194,Seaside terrace dining at sunset,0.2097,Traditional thatched roof dining pavilion,0.2053
한식_골목순대국밥집_1374.jpg,Open-air restaurant with ocean view,0.2562,Traditional European-style storefront,0.2486,Glass-fronted shop in urban setting,0.2467
한식_연탄골목_911.jpg,Colorful awnings and hanging lanterns,0.257,Rustic wooden interior with chandeliers,0.2562,Pub interior with ornate stained glass,0.2394
한식_연탄골목_912.jpg,Charming exterior with vintage signage,0.259,Traditional European-style storefront,0.2582,Colorful awnings and hanging lanterns,0.2546
한식_연탄골목_913.jpg,Colorful canopies over market stalls,0.2236,Open-air restaurant with ocean view,0.2199,Outdoor seating with quaint tables,0.2137
한식뷔페_골목한식뷔페_1367.jpg,Open-air restaurant with ocean view,0.2614,Rooftop restaurant with city skyline,0.2412,Outdoor seating with quaint tables,0.2343
한식뷔페_골목한식뷔페_1368.jpg,Glass-fronted shop in urban setting,0.2214,Open-air restaurant with ocean view,0.2184,Glass-walled restaurant overlooking mountains,0.209
한식뷔페_골목한식뷔페_1369.jpg,Open-air restaurant with ocean view,0.2431,Charming exterior with vintage signage,0.2397,Glass-fronted shop in urban setting,0.2387
"해물,생선_골목안집_1816.jpg",Classic red velvet stage curtains,0.2278,Modern minimalist stage design,0.224,Reflection pool mirroring museum facade,0.2031
"해물,생선_골목안집_1817.jpg",Traditional thatched roof dining pavilion,0.2257,Open-air restaurant with ocean view,0.2012,Outdoor market by historic city walls,0.1912
"해물,생선_골목안채_887.jpg",Quaint village pub under starry night sky,0.266,Traditional wooden pub with vintage signage,0.2484,Historic pub exterior with cobblestone streets,0.2473
"해물,생선_골목안채_888.jpg",Open-air restaurant with ocean view,0.2211,Reflection pool mirroring museum facade,0.2017,Palace reflection in lotus pond,0.1988
"해물,생선_골목안채_889.jpg",Glass-walled restaurant overlooking mountains,0.2173,Open-air restaurant with ocean view,0.2152,Vast exhibition hall with paintings,0.2107
"해물,생선_골목쭈꾸미_1825.jpg",Traditional European-style storefront,0.2589,Open-air restaurant with ocean view,0.2549,Charming exterior with vintage signage,0.2483
"해물,생선_골목쭈꾸미_1826.jpg",Weathered market signs and banners,0.2419,Quiet market corners with old signage,0.2289,Open-air restaurant with ocean view,0.2277
"해물,생선_오빠가찜해줄께 부산본점_1666.jpg",Glass-walled restaurant overlooking mountains,0.2139,Traditional thatched roof dining pavilion,0.2087,Pub garden surrounded by lush greenery,0.2054
"해물,생선_오빠가찜해줄께 부산본점_1667.jpg",Open-air restaurant with ocean view,0.2433,Glass-walled restaurant overlooking mountains,0.2363,Glass-fronted shop in urban setting,0.2184
"향교,서당_교동향교_1259.jpg",Traditional wooden temple gate entrance,0.3177,Bamboo forest surrounding secluded shrine,0.2697,Ornate gate with intricate carvings,0.264
"향교,서당_교동향교_1260.jpg",Riverbank walking route,0.2556,Open prairie trail under vast sky,0.2526,Meandering forest path,0.2458
"향교,서당_교동향교_1261.jpg",Ancient stone-paved route,0.2855,Stone lanterns lining temple pathway,0.2535,Bridge crossing scenic trail,0.2393
"향교,서당_동래향교_1704.jpg",Temple courtyard with ancient bells,0.2976,Traditional wooden temple gate entrance,0.2968,Historic gazebo amidst lush greenery,0.2843
"향교,서당_동래향교_1705.jpg",Lush botanical gardens with exotic plants,0.2428,Architectural aviary dome,0.2414,Tropical greenhouse with exotic plants,0.2367
"향교,서당_동래향교_1706.jpg",Vast exhibition hall with paintings,0.201,Grand entrance with ornamental pillars,0.1993,Art gallery with contemporary facade,0.197
호수_석촌호수 서호_136.jpg,Symmetrical palace facade at sunrise,0.2586,Sunset silhouette over urban skyline,0.2518,Reflection of city skyline in water,0.2491
호수_석촌호수 서호_138.jpg,Blossoming cherry trees in spring,0.2673,Majestic hall framed by cherry blossoms,0.2573,Grand entrance arch with festival banners,0.2268
"호프,요리주점_골목_1803.jpg",Interactive educational displays,0.2166,Open-air restaurant with ocean view,0.2048,Artistic animal habitat structures,0.1916
"호프,요리주점_골목_1804.jpg",Grand entrance arch with festival banners,0.2031,Open-air restaurant with ocean view,0.1995,Decorative street flags fluttering,0.1855
"호프,요리주점_골목_1805.jpg",Grand entrance arch with festival banners,0.2239,Sky filled with vibrant fireworks,0.2209,Decorative street flags fluttering,0.2206
